,gwicid,2000-2003,2004-2007,2008-2011,2012-2015,2016-2019,2020-2023,prior to 2000,latitude,longitude
23,144726,,54.135,53.99463691246057,51.69083333333333,54.155,51.45,,46.7177272,-111.990548
24,147130,22.527,23.136000000000003,22.981666666666666,21.867500000000003,21.195,19.36,21.64272727272727,46.654518,-112.2162663
25,148259,166.792,168.8957142857143,172.4527272727273,179.58,179.18556729268292,182.55718954248368,164.0430769230769,46.7329651,-111.9554411
26,155613,34.472,32.69888888888889,32.1225,30.905,29.71,28.84,32.68769230769231,46.7079498,-112.2066564
27,170202,89.54666666666667,95.57222222222222,101.25461538461538,110.1181818181818,119.024,123.68,,46.7160498,-111.9131862
28,176012,,42.55,51.325241071588366,54.15416666666667,60.271,65.42,,46.7245951,-111.9941215
29,187372,,93.602,92.74909090909092,91.45083333333334,91.913,91.5475,,46.7123657,-112.0433519
30,187438,,,53.48166666666666,53.81666666666666,54.007000000000005,53.77,,46.7540276,-112.0209157
31,187850,74.14,78.5109090909091,84.1975,89.4325,92.726,,,46.7339944,-112.024227
32,191524,8.66,6.538181818181818,4.591538461538462,5.17,4.51625,4.675000000000001,,46.65230965,-111.9947358
33,191525,8.54,6.480909090909091,4.560769230769231,5.134166666666666,4.683333333333334,4.7,,46.65226954,-111.9947347
34,191526,7.28,6.075454545454545,5.961428571428572,6.065,5.991666666666667,6.0600000000000005,,46.66055882,-111.9727489
35,191527,5.98,5.76,5.570714285714286,5.739999999999999,5.63375,5.734999999999999,,46.66051312,-111.9727435
36,191530,22.33,19.125555555555557,21.45833333333333,21.4425,20.005714285714284,20.28,,46.65160711,-111.8744199
37,191531,38.21,35.566,34.669,34.50363636363637,34.33,33.485,,46.5903807,-111.9946536
38,191532,60.275000000000006,64.71835648435923,68.36277687715216,68.86750943023799,71.32525118105066,68.95594680434782,,46.72833385,-112.0363594
39,191533,22.68,21.116,21.07,21.4225,20.837142857142855,21.42,,46.6016554,-111.9806696
40,191534,71.965,70.91920414201184,68.7023076923077,68.53818181818181,69.09,68.405,,46.70537491,-112.0414602
41,191535,35.03,32.905454545454546,32.33428571428571,32.64833333333333,32.357142857142854,32.22,,46.6016175,-111.9806607
42,191536,39.745000000000005,36.385000000000005,37.25416666666667,39.42,41.05166666666667,40.69,,46.62688322,-111.9141275
43,191538,26.97,25.678181818181816,24.87214285714285,25.941666666666663,26.02,24.54,,46.61570068,-111.9818949
44,191539,10.15,11.395,11.185714285714283,11.553333333333333,11.247142857142858,11.565,,46.62392816,-112.048919
45,191540,34.08,32.61090909090909,32.22166666666667,33.14454545454546,32.72666666666667,32.12,,46.59038052,-111.9946112
46,191548,113.075,114.36727272727272,115.044,117.0475,117.93714285714285,114.815,,46.59159331,-111.8778901
47,191549,4.21,3.977272727272727,3.917142857142857,3.981666666666667,3.765,3.96,,46.66168667,-111.9469974
48,191550,12.77,11.617272727272727,11.990833333333333,14.324166666666663,14.089999999999998,16.06,,46.63502075,-111.9540437
49,191554,2.545,1.9327272727272728,1.9769230769230768,2.2675,1.9842857142857144,2.275,,46.66173517,-111.9469967
50,191555,13.77,12.516666666666666,11.670280308704454,11.813333333333333,12.015,12.4925,,46.67523673,-112.0426012
51,191557,4.965,2.9327272727272726,4.096363636363637,3.695833333333333,6.08,5.59,,46.63068274,-112.0843896
52,193012,26.85,25.422727272727272,24.875,25.705,25.66125,24.305,,46.61566231,-111.9818919
53,195637,,5.416666666666667,9.03,9.1425,5.59375,,6.994999999999999,46.71025566,-111.9784574
54,199993,,63.83888888888888,62.55583333333333,60.16416666666667,62.98,61.04,,46.713762,-112.0265034
55,205626,112.86,115.25958816705337,,,145.78333333333333,129.0,,46.7326,-111.9745
56,206394,118.67,120.77,120.42909090909092,123.59454545454544,122.331,117.045,,46.7367201,-112.0272292
57,237167,,,12.80797893360712,17.17818181818182,14.79375,13.51,,46.7046599,-112.0765438
58,254309,35.32,37.185,33.350493505832446,,,,39.99333333333333,46.6491086,-112.0461766
59,257063,,,12.44498385700389,12.282727272727271,12.07222222222222,12.39,,46.67530481,-112.0425928
60,257065,,,82.75253850659426,,110.37,113.245,,46.7236443,-111.9936754
61,706014,27.58,27.142222222222223,26.246153846153845,28.261666666666667,25.64333333333333,27.38,26.6928,46.6485809,-112.1039605
62,706017,,,17.933849238289206,,,,15.92888888888889,46.6594,-112.0933
63,706032,52.226,55.163,52.01583333333334,48.97727272727273,43.71,43.46,48.715833333333336,46.6322,-112.1333
64,706042,78.6,79.24166666666666,64.14833333333333,58.29583333333333,50.21222222222222,22.375,73.10692307692308,46.58993408,-112.17584
65,706051,32.52,34.325,34.388333333333335,38.98416666666667,39.28,35.325,34.57333333333333,46.72898,-112.10659
66,892195,13.985,11.5925,8.54375,9.644834630662022,8.75,10.63,10.305116279069768,46.645865,-112.0159111
